id,nba_api_id,first_name,last_name,display_name,birth_date,height_inches,weight_lbs,draft_year,bball_ref_id,position,team_id,status,is_active
508,1629684,Grant,Williams,Grant Williams,1998-11-30,79,236,2019,willigr01,Forward,33,active,true
509,1631114,Jalen,Williams,Jalen Williams,2001-04-14,77,211,2022,willija06,Guard-Forward,27,active,true
510,1631119,Jaylin,Williams,Jaylin Williams,2002-06-29,81,240,2022,willija07,Forward,27,active,true
511,1629026,Kenrich,Williams,Kenrich Williams,1994-12-02,79,210,Undrafted,willike04,Guard-Forward,27,active,true
512,1631109,Mark,Williams,Mark Williams,2001-12-16,85,240,2022,willima07,Center,23,active,true
513,1630172,Patrick,Williams,Patrick Williams,2001-08-26,78,235,2020,willipa01,Forward,8,active,true
514,1630533,Ziaire,Williams,Ziaire Williams,2001-09-12,81,185,2021,willizi02,Forward,18,active,true
515,1629057,Robert,Williams III,Robert Williams III,1997-10-17,81,249,2018,williro04,Center-Forward,24,active,true
516,1631246,Vince,Williams Jr.,Vince Williams Jr.,2000-08-30,76,205,2022,willivi01,Guard,,active,true
517,1629627,Zion,Williamson,Zion Williamson,2000-07-06,78,284,2019,willizi01,Forward,7,active,true
518,1630592,Jalen,Wilson,Jalen Wilson,2000-11-04,78,220,2023,wilsoja03,Forward,18,active,true
519,1630164,James,Wiseman,James Wiseman,2001-03-31,83,240,2020,wisemja01,Center,,active,true
520,1642874,Danny,Wolf,Danny Wolf,2004-05-05,83,250,2025,wolfda01,Forward,18,active,true
521,1627824,Guerschon,Yabusele,Guerschon Yabusele,1995-12-17,79,265,2016,yabusgu01,Forward,8,active,true
522,1642905,Yang,Hansen,Yang Hansen,2005-06-26,85,270,2025,yangha01,Center,24,active,true
523,1642443,Jahmir,Young,Jahmir Young,2000-10-07,72,185,Undrafted,youngja05,Guard,15,active,true
524,1629027,Trae,Young,Trae Young,1998-09-19,74,164,2018,youngtr01,Guard,31,active,true
525,1642911,Rocco,Zikarsky,Rocco Zikarsky,2006-07-11,87,227,2025,zikarro01,Center,17,active,true
526,1627826,Ivica,Zubac,Ivica Zubac,1997-03-18,84,240,2016,zubaciv01,Center,21,active,true
527,1641783,Tristan,da Silva,Tristan da Silva,2001-05-15,80,217,2024,dasiltr01,Forward,20,active,true
528,203967,Dario,Saric,Dario Saric,1994-04-08,82,225,2014,saricda01,Forward-Center,,active,true
555,1627853,Ryan,Arcidiacono,Ryan Arcidiacono,1994-03-26,75,195,Undrafted,,Guard,,,false
556,201571,D.J.,Augustin,D.J. Augustin,1987-11-10,71,183,2008,,Guard,,,false
559,1628962,Udoka,Azubuike,Udoka Azubuike,1999-09-17,83,270,2020,,Center-Forward,,,false
560,1630641,Ibou,Badji,Ibou Badji,2002-10-13,84,240,Undrafted,,Center,,,false
562,1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,2002-11-18,84,220,2022,,Forward,,,false
565,1628964,Mo,Bamba,Mo Bamba,1998-05-12,84,231,2018,,Center,,,false
568,1630625,Dalano,Banton,Dalano Banton,1999-11-07,80,203,2021,,Forward,,,false
573,203115,Will,Barton,Will Barton,1991-01-06,77,181,2012,,Guard,,,false
575,1628966,Keita,Bates-Diop,Keita Bates-Diop,1996-01-23,80,229,2018,,Forward,,,false
577,1629647,Darius,Bazley,Darius Bazley,2000-06-12,81,216,2019,,Forward,,,false
579,1627736,Malik,Beasley,Malik Beasley,1996-11-26,76,187,2016,,Guard,,,false
580,1630699,MarJon,Beauchamp,MarJon Beauchamp,2000-10-12,79,199,2022,,Forward,,,false
581,202722,Davis,Bertans,Davis Bertans,1992-11-12,82,225,2011,,Forward,,,false
582,201976,Patrick,Beverley,Patrick Beverley,1988-07-12,74,180,2009,,Guard,,,false
584,203920,Khem,Birch,Khem Birch,1992-09-28,80,233,Undrafted,,Center,,,false
587,1631205,Buddy,Boeheim,Buddy Boeheim,1999-11-11,77,205,Undrafted,,Forward,,,false
588,202711,Bojan,Bogdanovic,Bojan Bogdanovic,1989-04-18,79,226,2011,,Forward,,,false
590,1629626,Bol,Bol,Bol Bol,1999-11-16,87,220,2019,,Center-Forward,,,false
591,1629716,Marques,Bolden,Marques Bolden,1998-04-17,82,249,2019,,Center,,,false
592,1630195,Leandro,Bolmaro,Leandro Bolmaro,2000-09-11,78,200,2020,,Forward,,,false
594,1630527,Brandon,Boston,Brandon Boston,2001-11-28,78,188,2021,,Guard,,,false
596,1630547,James,Bouknight,James Bouknight,2000-09-18,76,190,2021,,Guard,,,false
597,1631123,Jamaree,Bouyea,Jamaree Bouyea,1999-06-27,74,180,Undrafted,,Guard,,,false
600,1629714,Jarrell,Brantley,Jarrell Brantley,1996-06-07,77,250,2019,,Forward,,,false
604,1629052,Oshae,Brissett,Oshae Brissett,1998-06-20,79,210,Undrafted,,Forward-Guard,,,false
605,1627763,Malcolm,Brogdon,Malcolm Brogdon,1992-12-11,76,229,2016,,Guard,,,false
606,1629717,Armoni,Brooks,Armoni Brooks,1998-06-05,75,195,2019,,Guard,,,false
610,1631112,Kendall,Brown,Kendall Brown,2003-05-11,79,205,2022,,Guard,,,false
611,1629650,Moses,Brown,Moses Brown,1999-10-13,86,258,Undrafted,,Center,,,false
612,1628425,Sterling,Brown,Sterling Brown,1995-02-10,77,219,2017,,Guard-Forward,,,false
613,1630535,Greg,Brown III,Greg Brown III,2001-09-01,79,206,2021,,Forward,,,false
614,1629718,Charlie,Brown Jr.,Charlie Brown Jr.,1997-02-02,78,199,Undrafted,,Guard,,,false
615,1628972,Troy,Brown Jr.,Troy Brown Jr.,1999-07-28,79,215,2018,,Guard-Forward,,,false
618,203493,Reggie,Bullock Jr.,Reggie Bullock Jr.,1991-03-16,78,205,2013,,Guard-Forward,,,false
619,202692,Alec,Burks,Alec Burks,1991-07-20,77,214,2011,,Guard,,,false
620,1629126,Deonte,Burton,Deonte Burton,1994-01-31,76,240,Undrafted,,Guard-Forward,,,false
621,1630215,Jared,Butler,Jared Butler,2000-08-25,75,193,2021,,Guard,,,false
623,1631219,John,Butler Jr.,John Butler Jr.,2002-12-04,84,190,Undrafted,,Forward,,,false
626,1630267,Facundo,Campazzo,Facundo Campazzo,1991-03-23,70,195,Undrafted,,Guard,,,false
628,1630176,Vernon,Carey Jr.,Vernon Carey Jr.,2001-02-25,82,270,2020,,Center,,,false
631,203487,Michael,Carter-Williams,Michael Carter-Williams,1991-10-10,77,190,2013,,Guard,,,false
633,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,1993-08-18,84,240,2015,,Center,,,false
636,1631113,Kennedy,Chandler,Kennedy Chandler,2002-09-16,72,170,2022,,Guard,,,false
638,1630528,Josh,Christopher,Josh Christopher,2001-12-08,76,215,2021,,Guard,,,false
645,1628435,Chance,Comanche,Chance Comanche,1996-04-14,82,210,Undrafted,,Center,,,false
648,1641645,Xavier,Cooks,Xavier Cooks,1995-08-19,80,183,Undrafted,,Forward,,,false
650,203496,Robert,Covington,Robert Covington,1990-12-14,79,209,Undrafted,,Forward,,,false
651,1628470,Torrey,Craig,Torrey Craig,1990-12-19,77,221,Undrafted,,Forward,,,false
652,203109,Jae,Crowder,Jae Crowder,1990-07-06,78,235,2012,,Forward,,,false
653,1629633,Jarrett,Culver,Jarrett Culver,1999-02-20,78,195,2019,,Guard-Forward,,,false
655,203552,Seth,Curry,Seth Curry,1990-08-23,73,185,Undrafted,,Guard,,,false
659,1631098,Johnny,Davis,Johnny Davis,2002-02-27,76,195,2022,,Guard,,,false
660,1629056,Terence,Davis,Terence Davis,1997-05-16,76,201,Undrafted,,Guard,,,false
662,1630620,Darius,Days,Darius Days,1999-10-20,79,245,Undrafted,,Forward,,,false
664,203473,Dewayne,Dedmon,Dewayne Dedmon,1989-08-12,82,245,Undrafted,,Center,,,false
665,203521,Matthew,Dellavedova,Matthew Dellavedova,1990-09-08,75,200,Undrafted,,Guard,,,false
668,1629603,Mamadi,Diakite,Mamadi Diakite,1997-01-21,81,228,Undrafted,,Forward,,,false
669,1628977,Hamidou,Diallo,Hamidou Diallo,1998-07-31,77,202,2018,,Guard,,,false
670,203476,Gorgui,Dieng,Gorgui Dieng,1990-01-18,82,248,2013,,Center,,,false
672,203915,Spencer,Dinwiddie,Spencer Dinwiddie,1993-04-06,77,215,2014,,Guard,,,false
674,1628416,Tyler,Dorsey,Tyler Dorsey,1996-02-18,76,180,2017,,Guard,,,false
677,1629653,Devon,Dotson,Devon Dotson,1999-08-02,73,185,Undrafted,,Guard,,,false
678,1630288,Jeff,Dowtin Jr.,Jeff Dowtin Jr.,1997-05-10,75,177,Undrafted,,Guard,,,false
679,1628408,PJ,Dozier,PJ Dozier,1996-10-25,78,205,Undrafted,,Guard-Forward,,,false
680,201609,Goran,Dragic,Goran Dragic,1986-05-06,76,190,2008,,Guard,,,false
682,1630537,Chris,Duarte,Chris Duarte,1997-06-13,77,190,2021,,Guard,,,false
683,1630561,David,Duke Jr.,David Duke Jr.,1999-10-13,76,204,Undrafted,,Guard,,,false
689,1630556,Kessler,Edwards,Kessler Edwards,2000-08-09,79,203,2021,,Forward,,,false
694,1628981,Bruno,Fernando,Bruno Fernando,1998-08-15,81,240,2019,,Forward-Center,,,false
696,1630201,Malachi,Flynn,Malachi Flynn,1998-05-09,73,185,2020,,Guard,,,false
698,1627854,Bryn,Forbes,Bryn Forbes,1993-07-23,74,205,Undrafted,,Guard,,,false
699,1630235,Trent,Forrest,Trent Forrest,1998-06-12,76,210,Undrafted,,Guard,,,false
700,1630701,Michael,Foster Jr.,Michael Foster Jr.,2003-01-16,80,250,Undrafted,,Forward,,,false
701,203095,Evan,Fournier,Evan Fournier,1992-10-29,78,205,2012,,Guard-Forward,,,false
703,1628365,Markelle,Fultz,Markelle Fultz,1998-05-29,76,209,2017,,Guard,,,false
704,1629117,Wenyen,Gabriel,Wenyen Gabriel,1997-03-26,81,205,Undrafted,,Forward,,,false
706,201568,Danilo,Gallinari,Danilo Gallinari,1988-08-08,82,236,2008,,Forward,,,false
708,1630585,Marcus,Garrett,Marcus Garrett,1998-11-09,77,205,Undrafted,,Guard,,,false
709,1630586,Usman,Garuba,Usman Garuba,2002-03-09,80,229,2021,,Forward,,,false
711,200752,Rudy,Gay,Rudy Gay,1986-08-17,80,250,2006,,Forward-Guard,,,false
713,201959,Taj,Gibson,Taj Gibson,1985-06-24,81,232,2009,,Forward,,,false
715,1628385,Harry,Giles III,Harry Giles III,1998-04-22,82,240,2017,,Forward-Center,,,false
719,1631367,Jacob,Gilyard,Jacob Gilyard,1998-07-14,68,160,Undrafted,,Guard,,,false
724,1628984,Devonte',Graham,Devonte' Graham,1995-02-22,73,195,2018,,Guard,,,false
726,1630564,RaiQuan,Gray,RaiQuan Gray,1999-07-07,79,269,2021,,Forward,,,false
728,201980,Danny,Green,Danny Green,1987-06-22,78,215,2009,,Guard,,,false
730,203210,JaMychal,Green,JaMychal Green,1990-06-21,81,227,Undrafted,,Forward-Center,,,false
735,1631100,AJ,Griffin,AJ Griffin,2003-08-25,78,220,2022,,Forward,,,false
736,201933,Blake,Griffin,Blake Griffin,1989-03-16,81,250,2009,,Forward,,,false
739,1630204,Ashton,Hagans,Ashton Hagans,1999-07-08,75,190,Undrafted,,Guard-Forward,,,false
741,1631160,Jordan,Hall,Jordan Hall,2002-01-14,79,215,Undrafted,,Guard,,,false
742,1630181,R.J.,Hampton,R.J. Hampton,2001-02-07,76,175,2020,,Guard,,,false
747,1626149,Montrezl,Harrell,Montrezl Harrell,1994-01-26,79,240,2015,,Forward-Center,,,false
749,203925,Joe,Harris,Joe Harris,1991-09-06,78,220,2014,,Guard-Forward,,,false
752,1627885,Shaquille,Harrison,Shaquille Harrison,1993-10-06,76,195,Undrafted,,Guard,,,false
755,2617,Udonis,Haslem,Udonis Haslem,1980-06-09,79,235,Undrafted,,Forward,,,false
758,1630165,Killian,Hayes,Killian Hayes,2001-07-27,76,195,2020,,Guard,,,false
760,202330,Gordon,Hayward,Gordon Hayward,1990-03-23,79,225,2010,,Forward,,,false
761,1627823,Juancho,Hernangomez,Juancho Hernangomez,1995-09-28,81,214,2016,,Forward,,,false
762,1626195,Willy,Hernangomez,Willy Hernangomez,1994-05-27,83,250,2015,,Center-Forward,,,false
766,201588,George,Hill,George Hill,1986-05-04,76,188,2008,,Guard,,,false
767,1630792,Malcolm,Hill,Malcolm Hill,1995-10-26,78,220,Undrafted,,Forward,,,false
768,1630207,Nate,Hinton,Nate Hinton,1999-06-08,77,210,Undrafted,,Guard-Forward,,,false
771,203200,Justin,Holiday,Justin Holiday,1989-04-05,78,180,Undrafted,,Forward-Guard,,,false
772,1626158,Richaun,Holmes,Richaun Holmes,1993-10-15,81,235,2015,,Forward,,,false
775,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,2000-11-25,76,234,2019,,Guard,,,false
776,1627863,Danuel,House Jr.,Danuel House Jr.,1993-06-07,78,220,Undrafted,,Forward-Guard,,,false
778,1631309,Trevor,Hudgins,Trevor Hudgins,1999-03-23,72,180,Undrafted,,Guard,,,false
783,201586,Serge,Ibaka,Serge Ibaka,1989-09-18,83,235,2008,,Forward,,,false
784,2738,Andre,Iguodala,Andre Iguodala,1984-01-28,78,215,2004,,Guard-Forward,,,false
790,1628402,Frank,Jackson,Frank Jackson,1998-05-04,75,205,2017,,Guard,,,false
792,1628382,Justin,Jackson,Justin Jackson,1995-03-28,80,220,2017,,Forward,,,false
794,202704,Reggie,Jackson,Reggie Jackson,1990-04-16,74,208,2011,,Guard,,,false
797,1630610,DeJon,Jarreau,DeJon Jarreau,1998-01-23,77,185,Undrafted,,Guard,,,false
798,1629610,DaQuan,Jeffries,DaQuan Jeffries,1997-08-30,77,222,Undrafted,,Guard-Forward,,,false
801,1628993,Alize,Johnson,Alize Johnson,1996-04-22,80,212,2018,,Forward,,,false
804,201949,James,Johnson,James Johnson,1987-02-20,79,240,2009,,Forward,,,false
806,1630553,Keon,Johnson,Keon Johnson,2002-03-10,77,185,2021,,Guard,,,false
807,1626169,Stanley,Johnson,Stanley Johnson,1996-05-29,78,242,2015,,Forward-Guard,,,false
809,1630637,Carlik,Jones,Carlik Jones,1997-12-23,72,174,Undrafted,,Guard,,,false
810,1627745,Damian,Jones,Damian Jones,1995-06-30,82,245,2016,,Center,,,false
812,1630539,Kai,Jones,Kai Jones,2001-01-19,83,221,2021,,Center-Forward,,,false
813,1630222,Mason,Jones,Mason Jones,1998-07-21,76,200,Undrafted,,Guard,,,false
818,202709,Cory,Joseph,Cory Joseph,1991-08-20,74,200,2011,,Guard,,,false
821,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,1997-08-14,82,250,2019,,Center,,,false
822,1626163,Frank,Kaminsky,Frank Kaminsky,1993-04-04,84,240,2015,,Forward-Center,,,false
823,1631211,Trevor,Keels,Trevor Keels,2003-08-26,75,215,2022,,Guard,,,false
826,1630296,Braxton,Key,Braxton Key,1997-02-14,80,225,Undrafted,,Forward,,,false
827,1629663,Louis,King,Louis King,1999-04-06,79,205,Undrafted,,Forward,,,false
830,1630233,Nathan,Knight,Nathan Knight,1997-09-20,80,253,Undrafted,,Forward-Center,,,false
831,1628995,Kevin,Knox II,Kevin Knox II,1999-08-11,80,215,2018,,Forward,,,false
834,1627788,Furkan,Korkmaz,Furkan Korkmaz,1997-07-24,79,202,2016,,Guard-Forward,,,false
841,1627746,Skal,Labissiere,Skal Labissiere,1996-03-18,82,235,2016,,Forward-Center,,,false
842,1630237,Anthony,Lamb,Anthony Lamb,1998-01-20,78,227,Undrafted,,Forward,,,false
844,1629641,Romeo,Langford,Romeo Langford,1999-10-25,77,216,2019,,Guard-Forward,,,false
847,1627814,Damion,Lee,Damion Lee,1992-10-21,78,210,Undrafted,,Guard-Forward,,,false
848,1630240,Saben,Lee,Saben Lee,1999-06-23,74,183,2020,,Guard,,,false
849,203458,Alex,Len,Alex Len,1993-06-16,84,250,2013,,Center,,,false
851,203086,Meyers,Leonard,Meyers Leonard,1992-02-27,84,260,2012,,Forward-Center,,,false
852,1631171,Justin,Lewis,Justin Lewis,2002-04-12,79,245,Undrafted,,Forward,,,false
853,1630184,Kira,Lewis Jr.,Kira Lewis Jr.,2001-04-06,73,170,2020,,Guard,,,false
856,1629642,Nassir,Little,Nassir Little,2000-02-11,78,220,2019,,Forward-Guard,,,false
858,1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,2002-08-14,78,275,Undrafted,,Forward,,,false
861,201577,Robin,Lopez,Robin Lopez,1988-04-01,85,281,2008,,Center,,,false
864,1626168,Trey,Lyles,Trey Lyles,1995-11-05,81,234,2015,,Forward,,,false
865,1630177,Theo,Maledon,Theo Maledon,2001-06-12,76,175,2020,,Guard,,,false
869,1626246,Boban,Marjanovic,Boban Marjanovic,1988-08-15,88,290,Undrafted,,Center,,,false
874,1630231,KJ,Martin,KJ Martin,2001-01-06,78,215,2020,,Forward,,,false
876,1629726,Garrison,Mathews,Garrison Mathews,1996-10-24,77,215,Undrafted,,Guard,,,false
878,202083,Wesley,Matthews,Wesley Matthews,1986-10-14,77,220,Undrafted,,Guard,,,false
880,1630219,Skylar,Mays,Skylar Mays,1997-09-05,75,205,2020,,Guard,,,false
886,1629667,Jalen,McDaniels,Jalen McDaniels,1998-01-31,81,190,2019,,Forward,,,false
888,201580,JaVale,McGee,JaVale McGee,1988-01-19,84,270,2008,,Center-Forward,,,false
890,203585,Rodney,McGruder,Rodney McGruder,1991-07-29,76,205,Undrafted,,Guard,,,false
894,1629002,Chimezie,Metu,Chimezie Metu,1997-03-22,82,225,2018,,Forward-Center,,,false
896,201988,Patty,Mills,Patty Mills,1988-08-11,74,180,2009,,Guard,,,false
897,1629003,Shake,Milton,Shake Milton,1996-09-26,77,205,2018,,Guard,,,false
898,1631303,Justin,Minaya,Justin Minaya,1999-03-26,77,205,Undrafted,,Forward,,,false
903,1630600,Isaiah,Mobley,Isaiah Mobley,1999-09-24,80,238,2022,,Forward,,,false
904,1631320,Chima,Moneke,Chima Moneke,1995-12-24,77,223,Undrafted,,Forward,,,false
907,1629875,Xavier,Moon,Xavier Moon,1995-01-02,72,165,Undrafted,,Guard,,,false
910,202693,Markieff,Morris,Markieff Morris,1989-09-02,81,245,2011,,Forward,,,false
912,202694,Marcus,Morris Sr.,Marcus Morris Sr.,1989-09-02,80,218,2011,,Forward,,,false
917,203488,Mike,Muscala,Mike Muscala,1991-07-01,82,240,2013,,Forward-Center,,,false
922,203526,Raul,Neto,Raul Neto,1992-05-19,74,180,2013,,Guard,,,false
924,1630227,Daishen,Nix,Daishen Nix,2002-02-13,76,238,Undrafted,,Guard,,,false
926,203457,Nerlens,Noel,Nerlens Noel,1994-04-10,82,220,2013,,Center-Forward,,,false
927,1629669,Jaylen,Nowell,Jaylen Nowell,1999-07-09,76,201,2019,,Guard,,,false
928,1628373,Frank,Ntilikina,Frank Ntilikina,1998-07-28,76,200,2017,,Guard,,,false
929,1629134,Kendrick,Nunn,Kendrick Nunn,1995-08-03,75,190,Undrafted,,Guard,,,false
931,1629670,Jordan,Nwora,Jordan Nwora,1998-09-09,80,225,2020,,Forward,,,false
933,1626143,Jahlil,Okafor,Jahlil Okafor,1995-12-15,82,270,2015,,Center-Forward,,,false
934,1629643,Chuma,Okeke,Chuma Okeke,1998-08-18,79,229,2019,,Forward,,,false
938,1629644,KZ,Okpala,KZ Okpala,1999-04-28,80,215,2019,,Forward-Guard,,,false
939,203506,Victor,Oladipo,Victor Oladipo,1992-05-04,75,213,2013,,Guard,,,false
941,1630647,Eugene,Omoruyi,Eugene Omoruyi,1997-02-14,78,235,Undrafted,,Forward,,,false
942,1626224,Cedi,Osman,Cedi Osman,1995-04-08,79,230,2015,,Forward,,,false
945,1626166,Cameron,Payne,Cameron Payne,1994-08-08,74,183,2015,,Guard,,,false
946,203901,Elfrid,Payton,Elfrid Payton,1994-02-22,75,195,2014,,Guard,,,false
948,1629033,Theo,Pinson,Theo Pinson,1995-11-05,79,212,Undrafted,,Guard-Forward,,,false
952,1630197,Aleksej,Pokusevski,Aleksej Pokusevski,2001-12-26,84,210,2020,,Forward,,,false
954,1629007,Jontay,Porter,Jontay Porter,1999-11-15,82,240,Undrafted,,Center-Forward,,,false
957,203490,Otto,Porter Jr.,Otto Porter Jr.,1993-06-03,80,230,2013,,Forward,,,false
960,1630695,Micah,Potter,Micah Potter,1998-04-06,81,248,Undrafted,,Center,,,false
963,1630554,Jason,Preston,Jason Preston,1999-08-10,75,181,2021,,Guard,,,false
964,1630563,Joshua,Primo,Joshua Primo,2002-12-24,76,189,2021,,Guard,,,false
967,1630243,Trevelin,Queen,Trevelin Queen,1997-02-25,77,190,Undrafted,,Guard,,,false
970,1631311,Lester,Quinones,Lester Quinones,2000-11-16,76,208,Undrafted,,Guard,,,false
971,1630186,Jahmi'us,Ramsey,Jahmi'us Ramsey,2001-06-09,75,190,2020,,Guard,,,false
974,1629629,Cam,Reddish,Cam Reddish,1999-09-01,79,217,2019,,Forward-Guard,,,false
975,1628432,Davon,Reed,Davon Reed,1995-06-11,77,206,2017,,Guard,,,false
978,1631197,Jared,Rhoden,Jared Rhoden,1999-08-27,77,210,Undrafted,,Guard,,,false
980,1626196,Josh,Richardson,Josh Richardson,1993-09-15,77,200,2015,,Guard,,,false
981,203085,Austin,Rivers,Austin Rivers,1992-08-01,76,200,2012,,Guard,,,false
983,1629010,Jerome,Robinson,Jerome Robinson,1997-02-22,77,190,2018,,Guard,,,false
987,1629676,Isaiah,Roby,Isaiah Roby,1998-02-03,80,230,2019,,Forward,,,false
988,1631223,David,Roddy,David Roddy,2001-03-27,77,255,2022,,Forward,,,false
990,201565,Derrick,Rose,Derrick Rose,1988-10-04,75,200,2008,,Guard,,,false
991,203082,Terrence,Ross,Terrence Ross,1991-02-05,79,206,2012,,Guard-Forward,,,false
993,201937,Ricky,Rubio,Ricky Rubio,1990-10-21,74,190,2009,,Guard,,,false
995,1630346,Matt,Ryan,Matt Ryan,1997-04-17,78,215,Undrafted,,Forward,,,false
997,1629677,Luka,Samanic,Luka Samanic,2000-01-09,82,227,2019,,Forward,,,false
999,1630846,Olivier,Sarr,Olivier Sarr,1999-02-20,82,240,Undrafted,,Center,,,false
1000,1630648,Jordan,Schakel,Jordan Schakel,1998-06-13,78,200,Undrafted,,Guard,,,false
1001,1629678,Admiral,Schofield,Admiral Schofield,1997-03-30,77,241,2019,,Forward,,,false
1003,1630286,Trevon,Scott,Trevon Scott,1996-11-25,80,225,Undrafted,,Forward,,,false
1004,1630206,Jay,Scrubb,Jay Scrubb,2000-09-01,77,220,2020,,Guard,,,false
1005,1631220,Dereon,Seabron,Dereon Seabron,2000-05-26,77,180,Undrafted,,Guard,,,false
1012,1629735,Chris,Silva,Chris Silva,1996-09-19,80,234,Undrafted,,Forward,,,false
1013,1627732,Ben,Simmons,Ben Simmons,1996-07-20,82,240,2016,,Guard-Forward,,,false
1014,1628424,Kobi,Simmons,Kobi Simmons,1997-07-04,77,180,Undrafted,,Guard,,,false
1015,1630250,Marko,Simonovic,Marko Simonovic,1999-10-15,84,220,2020,,Center,,,false
1017,1630285,Zavier,Simpson,Zavier Simpson,1997-02-11,72,190,Undrafted,,Guard,,,false
1019,1630606,Javonte,Smart,Javonte Smart,1999-06-03,76,205,Undrafted,,Guard,,,false
1022,202397,Ish,Smith,Ish Smith,1988-07-05,72,175,Undrafted,,Guard,,,false
1024,1628372,Dennis,Smith Jr.,Dennis Smith Jr.,1997-11-25,75,205,2017,,Guard,,,false
1026,1630270,Xavier,Sneed,Xavier Sneed,1997-12-21,77,215,Undrafted,,Forward,,,false
1028,1630531,Jaden,Springer,Jaden Springer,2002-09-25,76,202,2021,,Guard,,,false
1029,1630205,Lamar,Stevens,Lamar Stevens,1997-07-09,79,230,Undrafted,,Forward,,,false
1033,1628410,Edmond,Sumner,Edmond Sumner,1995-12-31,76,196,2017,,Guard,,,false
1034,1631306,Cole,Swider,Cole Swider,1999-05-08,80,220,Undrafted,,Forward,,,false
1037,1630678,Terry,Taylor,Terry Taylor,1999-09-23,76,230,Undrafted,,Forward,,,false
1040,1628464,Daniel,Theis,Daniel Theis,1992-04-04,80,245,Undrafted,,Forward-Center,,,false
1042,202738,Isaiah,Thomas,Isaiah Thomas,1989-02-07,69,185,2011,,Guard,,,false
1044,202684,Tristan,Thompson,Tristan Thompson,1991-03-13,81,254,2011,,Center-Forward,,,false
1045,1630550,JT,Thor,JT Thor,2002-08-26,81,203,2021,,Forward,,,false
1048,1630225,Isaiah,Todd,Isaiah Todd,2001-10-17,81,219,2021,,Forward,,,false
1050,1629308,Juan,Toscano-Anderson,Juan Toscano-Anderson,1993-04-10,78,209,Undrafted,,Forward,,,false
1053,200782,P.J.,Tucker,P.J. Tucker,1985-05-05,77,245,2006,,Forward,,,false
1055,1630649,Stanley,Umude,Stanley Umude,1999-04-12,78,210,Undrafted,,Guard,,,false
1061,203943,Noah,Vonleh,Noah Vonleh,1995-08-24,82,257,2014,,Forward,,,false
1066,1630688,Ish,Wainright,Ish Wainright,1994-09-12,77,250,Undrafted,,Forward,,,false
1068,202689,Kemba,Walker,Kemba Walker,1990-05-08,72,184,2011,,Guard,,,false
1069,1629022,Lonnie,Walker IV,Lonnie Walker IV,1998-12-14,76,204,2018,,Guard-Forward,,,false
1070,202322,John,Wall,John Wall,1990-09-06,75,210,2010,,Guard,,,false
1071,203933,T.J.,Warren,T.J. Warren,1993-09-05,80,220,2014,,Forward,,,false
1073,1630613,Duane,Washington Jr.,Duane Washington Jr.,2000-03-24,74,197,Undrafted,,Guard,,,false
1074,1631102,TyTy,Washington Jr.,TyTy Washington Jr.,2001-11-15,75,195,2022,,Guard,,,false
1075,1629139,Yuta,Watanabe,Yuta Watanabe,1994-10-13,81,215,Undrafted,,Guard-Forward,,,false
1083,1631298,Jack,White,Jack White,1997-08-05,78,225,Undrafted,,Forward,,,false
1084,1630580,Joe,Wieskamp,Joe Wieskamp,1999-08-23,78,205,2021,,Guard-Forward,,,false
1087,1629623,Lindell,Wigginton,Lindell Wigginton,1998-03-28,73,189,2019,,Guard,,,false
1088,1631214,Alondes,Williams,Alondes Williams,1999-06-19,76,210,Undrafted,,Guard,,,false
1090,1631495,Donovan,Williams,Donovan Williams,2001-09-06,78,190,Undrafted,,Guard,,,false
1096,1631466,Nate,Williams,Nate Williams,1999-02-12,77,205,Undrafted,,Guard,,,false
1102,1628391,D.J.,Wilson,D.J. Wilson,1996-02-19,82,231,2017,,Forward,,,false
1103,1629685,Dylan,Windler,Dylan Windler,1996-09-22,79,196,2019,,Guard-Forward,,,false
1104,1626159,Justise,Winslow,Justise Winslow,1996-03-26,78,222,2015,,Forward-Guard,,,false
1106,1626174,Christian,Wood,Christian Wood,1995-09-27,80,214,Undrafted,,Forward,,,false
1107,1626153,Delon,Wright,Delon Wright,1992-04-26,77,185,2015,,Guard,,,false
1108,1630593,McKinley,Wright IV,McKinley Wright IV,1998-10-25,71,192,Undrafted,,Guard,,,false
1110,1628221,Gabe,York,Gabe York,1993-08-02,75,190,Undrafted,,Guard,,,false
1111,201152,Thaddeus,Young,Thaddeus Young,1988-06-21,80,225,2007,,Forward,,,false
1113,1630209,Omer,Yurtseven,Omer Yurtseven,1998-06-19,83,275,Undrafted,,Center,,,false
1114,203469,Cody,Zeller,Cody Zeller,1992-10-05,83,240,2013,,Forward-Center,,,false
1116,1628427,Vlatko,Čančar,Vlatko Čančar,1997-04-10,80,236,2017,,Forward,,,false
1125,1641851,Timmy,Allen,Timmy Allen,2000-01-09,78,210,Undrafted,,Forward,,,false
1138,1641735,Amari,Bailey,Amari Bailey,2004-02-17,75,185,2023,,Guard,,,false
1151,1641734,Emoni,Bates,Emoni Bates,2004-01-28,80,202,2023,,Forward,,,false
